address,tx_count,total_received,total_sent,max_tx_size,avg_tx_size,net_balance_change,unique_counterparties,tx_per_day,active_days,burstiness,collateral_ratio,smart_contract_flag,high_value_ratio,counterparty_diversity,inflow_outflow_asymmetry,timing_entropy,velocity_hours,IsolationForest,OneClassSVM,LOF,Ensemble,IsolationForest_score
addr_test1wqagte6fw0fzvqttky8nngq3xuyg26hjgsyvd8hfs060wvq0t48ka,4,6.0,6.0,3.0,3.0,0.0,6,4.0,1,4111482.888888888,0.0,1,0.0,1.5,0.0,1.0,1.0,1,1,1,1,0.11752270681935734
addr_test1wqfwyq6csgtlfadwj8ezw6my4x2j7qrw8j30m33z6pvefdscdqgmj,6,18.0,18.0,6.0,6.0,0.0,6,6.0,1,3644369.84,0.0,1,0.0,1.0,0.0,1.584962500721156,0.0,1,1,1,1,0.14578811883134962
addr_test1wqh4yha0ndhwykrh9cuhr47nh2y97zvkls74h4jq6uhlpacujv3z3,28,42.0,42.0,3.0,3.0,0.0,6,28.0,1,159512.46913580247,0.0,1,0.0,0.2142857142857142,0.0,1.931560284283316,0.0,1,1,1,1,0.14791442057232057
addr_test1wqjgfxlh64s7589jeakme3j56zezcgv0nvqf2pyx9tnd0scaw5e8p,28,42.0,42.0,3.0,3.0,0.0,6,28.0,1,159512.46913580247,0.0,1,0.0,0.2142857142857142,0.0,1.931560284283316,0.0,1,1,1,1,0.14791442057232057
addr_test1wqmffm22h5qlr5rw50ksdqr9c56yj3jxa00h40pqqurs36cgzwxgp,6,9.0,9.0,3.0,3.0,0.0,6,6.0,1,4378132.24,0.0,1,0.0,1.0,0.0,1.584962500721156,1.0,1,1,1,1,0.14245957673291448
addr_test1wqnz6yeq5scgwaxgmuyz0f3am7exfspw6g24gyzguf67wuglkf6n8,4,30.0,30.0,15.0,15.0,0.0,6,4.0,1,4103174.2222222234,0.0,1,0.0,1.5,0.0,1.0,0.0,1,1,1,1,0.1248332945955104
addr_test1wqpkspjhdfz37vtd8g6yvkt6jqqpew0p49gua93j33a7tjsqrsf9k,26,78.0,78.0,6.0,6.0,0.0,6,26.0,1,178090.6496,0.0,1,0.0,0.2307692307692307,0.0,1.95006375643621,0.0,1,1,1,1,0.1341806325156521
addr_test1wqt2v8zcpjldyu2zcwz3yuu8p4wpk0hzaqwthh23qgs5xgg7266qn,35,42.0,105.0,3.0,3.0,-63.0,12,35.0,1,111813.94748263888,0.0,1,0.0,0.3428571428571428,-0.4285714285714285,1.9181244574395229,0.0,1,1,1,1,0.09844747202259357
addr_test1wquaytcc6ug4zku26z0lwg2p3rr3n84m6cu5ym003340nvswytdsn,4,6.0,12.0,3.0,3.0,-6.0,6,4.0,1,2972321.2,0.0,1,0.0,1.5,-0.3333333333333333,1.0,1.0,1,1,1,1,0.10267303266232469
addr_test1wqx8zmxzh6xxpch9zapf60azwm5ze9fsfa7e3ea6vjuzm2ctgrjju,33,60.0,60.0,3.0,3.0,0.0,10,33.0,1,144437.5976331361,0.0,1,0.0,0.303030303030303,0.0,1.7609640474436812,0.0,1,1,1,1,0.12101645954286633
addr_test1wqzdedqpy2ljhf70dw89p399z836dvmgs7sn6qyr0gndu7gp9k7en,3,18.0,18.0,6.0,6.0,0.0,1,3.0,1,3125877.7600000007,0.0,1,0.0,0.3333333333333333,0.0,1.584962500721156,0.5,1,1,1,1,0.07696093462180276
addr_test1wqzsngca2uu8z8lk0hudfkw300cllua300r3exeeax70xcq4k9hyu,2,0.0,2003.0,1002.0,1001.5,-2003.0,1,2.0,1,0.0,0.0,1,0.0,0.5,-1.0,1.0,,1,1,1,1,0.049204056774789506
addr_test1wqzuhlst26gyd3z4nqglyxf5tp06w06ejwmkdys9d003rpg2s0tua,1,2.0,0.0,2.0,2.0,2.0,1,1.0,1,0.0,0.0,1,0.0,1.0,1.0,-0.0,,1,1,1,1,0.1313673205320286
addr_test1wqzwpaeqty24g73cnp6h7qyvm68hht5dxsvpnsus0tprv4gceyth2,6,9.0,18.0,3.0,3.0,-9.0,6,6.0,1,3457780.609375,0.0,1,0.0,1.0,-0.3333333333333333,1.584962500721156,1.0,1,1,1,1,0.12535255642034182
addr_test1wr4c5ruvn9ss5r4davqh8nf964c8t2hu7kl8cqmxt42hdwqhuqp46,6,153.0,153.0,51.0,51.0,0.0,6,6.0,1,4387945.6,0.0,1,0.0,1.0,0.0,1.584962500721156,0.0,1,1,1,1,0.09652860379805944
addr_test1wr58mfjzx6x8ew7erz64dlr4uw7hupjvqrn5epurq3tedrgqzssx5,4,66.0,66.0,33.0,33.0,0.0,6,4.0,1,3984846.0,0.0,1,0.0,1.5,0.0,1.0,0.0,1,1,1,1,0.1072853649889095
addr_test1wr5y0f3f6rjh5w9ynjphaf6j79c5tg3xnywzgzw93rnf2jqgmf0mh,4,6.0,12.0,3.0,3.0,-6.0,6,4.0,1,2896203.84,0.0,1,0.0,1.5,-0.3333333333333333,1.0,1.0,1,1,1,1,0.0959114584054615
addr_test1wr62e0vzmj9mj7qapaecc0yjyk0rgp9yutyqa5qc29xdkzctrz3qn,4,6.0,6.0,3.0,3.0,0.0,6,4.0,1,3984846.0,0.0,1,0.0,1.5,0.0,1.0,1.0,1,1,1,1,0.1110672097270351
addr_test1wr78sqd8ltkjl4t375cv9d5kv8psssd8wk2qct3qm7lu6nccg6nke,6,9.0,9.0,3.0,3.0,0.0,6,6.0,1,4459405.6,0.0,1,0.0,1.0,0.0,1.584962500721156,1.0,1,-1,1,1,0.13685211806818542
addr_test1wr8s48slcgnz44uv2yvu6am5y0zvk93lffw80gnl9ns64tsdqedsl,6,9.0,18.0,3.0,3.0,-9.0,6,6.0,1,3472307.359375,0.0,1,0.0,1.0,-0.3333333333333333,1.584962500721156,1.0,1,1,1,1,0.12516891204478925
addr_test1wrdk050fs7r9537m9wxfnqzmjsxnmud5v8le6vjh6k5jhvchuyj76,28,42.0,84.0,3.0,3.0,-42.0,6,28.0,1,143044.53063652586,0.0,1,0.0,0.2142857142857142,-0.3333333333333333,1.9852281360342516,0.0,1,1,1,1,0.13110998947019464
addr_test1wrem0cch36ywuyfmf9zlmh0keayhw4txnkf0nsav4kmt2hsg4whlw,4,6.0,12.0,3.0,3.0,-6.0,6,4.0,1,3210798.64,0.0,1,0.0,1.5,-0.3333333333333333,1.0,1.0,1,1,1,1,0.09202372765697808
addr_test1wrgqt57hqa04uy928n5lgqdfllwr6fd9a5a0wjxf87e6g6g0d7ecm,6,9.0,9.0,3.0,3.0,0.0,6,6.0,1,4335809.84,0.0,1,0.0,1.0,0.0,1.584962500721156,1.0,1,1,1,1,0.13793430843369497
addr_test1wrhgfy9xkftac320syvujslc9t9za2hevxecmvj050ntxwqdz596n,7,9.87421,1.40937,1.41799,1.4104475,8.464840000000002,7,7.0,1,1185.1020408163265,0.0,1,0.0,1.0,0.7501909854851033,-0.0,0.0,1,1,1,1,0.1045913955109452
addr_test1wrjarvxfuj82nqz3r65rg3plnn8z4l7wy2jjxtwfr5wcyucu0a447,3,0.0,15.0,5.0,5.0,-15.0,3,3.0,1,174306.25,0.0,1,0.0,1.0,-1.0,-0.0,,1,1,1,1,0.10127013313648708
addr_test1wrpjqever8rezsvkc05cew572uw6w0wakk6caupycp4kf5g2zalzc,4,6.930479999999999,5.180619999999999,1.74986,1.730157142857143,1.74986,2,4.0,1,37411.333333333336,0.0,1,0.0,0.5,0.1444839857651245,-0.0,0.0,1,1,1,1,0.14113501549070284
addr_test1wrrx9y5xzuumqxsk2q9l2qwusdfuj23c3ctqxf2dhw5q9hgcyg2d0,6,45.0,45.0,15.0,15.0,0.0,6,6.0,1,4445744.960000001,0.0,1,0.0,1.0,0.0,1.584962500721156,0.0,1,1,1,1,0.1315590328630828
addr_test1wrswzjuscfnne4wqpuqpckpvjehj9m344sy886kttgwq2wc8g2xa8,28,84.0,84.0,6.0,6.0,0.0,6,28.0,1,142878.88340192044,0.0,1,0.0,0.2142857142857142,0.0,1.924174352300441,0.0,1,1,1,1,0.13824924749884404
addr_test1wrsx6gftxpsy90esyks0ddjd4636g2v5a63t47ztzrd2r3cfekl8s,4,30.0,30.0,15.0,15.0,0.0,6,4.0,1,4424331.555555556,0.0,1,0.0,1.5,0.0,1.0,0.0,1,1,1,1,0.11779837695191742
addr_test1wru93xpnc6v2svsq79kyyegj0mv4mdl83sdtp8dgtu9y78smvhuhs,2,1321.953795,1325.875581,663.918237,661.957344,-3.921786000000111,3,2.0,1,61016.8888888889,0.0,0,0.0,1.5,-0.0014811324458997,-0.0,0.0,1,1,1,1,0.1314894883491195
addr_test1wrumn0zm9c858kghqrzjhhv555rgzt9hzje3sksh2e7ggaqewfxd4,5,50.0,30.0,10.0,10.0,20.0,4,5.0,1,746951.9591836735,0.0,1,0.0,0.8,0.25,0.5435644431995964,0.0,1,1,1,1,0.12365034358128135
addr_test1wrxqwmj2twfn5rtp6w4cvkehk0ucnkeklggcfpz76ktrsdsx47pvl,28,42.0,42.0,3.0,3.0,0.0,6,28.0,1,157933.9259259259,0.0,1,0.0,0.2142857142857142,0.0,1.9852281360342516,0.0,1,1,1,1,0.143059096823751
addr_test1wz05ca0ksvk9q2jmacy7m28n9qnfelh3h68cw0s60w5nhwgwu6d9y,28,42.0,42.0,3.0,3.0,0.0,6,28.0,1,142878.88340192044,0.0,1,0.0,0.2142857142857142,0.0,1.924174352300441,0.0,1,1,1,1,0.14776940873615596
addr_test1wz0ts5l5c7d56ymeg0w8d5ugvr2rrtc8rux36qal8nmttkcvun065,6,18.0,18.0,6.0,6.0,0.0,6,6.0,1,4459405.6,0.0,1,0.0,1.0,0.0,1.584962500721156,0.0,1,1,1,1,0.14577004027043455
addr_test1wz46tk8vdvlq6a5cccgysw7nfw4r0frnxdmkhyxaxgxal0guru5sm,2,20.0,0.0,10.0,10.0,20.0,2,2.0,1,0.0,0.0,1,0.0,1.0,1.0,-0.0,,1,1,1,1,0.1244891570845929
addr_test1wz4ydpqxpstg453xlr6v3elpg578ussvk8ezunkj62p9wjq7uw9zq,4,24.0,24.0,3.0,3.0,0.0,6,4.0,1,1160912.6222222222,0.0,1,0.0,1.5,0.0,1.0,1.0,1,1,1,1,0.10730206712115631
addr_test1wz6sedftk7l7x8yj650hwsvfkksejwjrvllfwfqq33jx8xqq34k2n,33,39.0,99.0,3.0,3.0,-60.0,10,33.0,1,134519.7066666667,0.0,1,0.0,0.303030303030303,-0.4347826086956521,1.924673368630172,0.0,1,1,1,1,0.11451911443626384
addr_test1wz6t5wlw4u2tzjt3u3syqf72t98gl5247rxm7xk6nj7n39ql4j96k,4,6.0,6.0,3.0,3.0,0.0,6,4.0,1,4111482.888888888,0.0,1,0.0,1.5,0.0,1.0,1.0,1,1,1,1,0.11752270681935734
addr_test1wz7r6jckeamgmk7md4583v8ztzyn9as8jfa0f8up3cgm0pcfc2qk5,6,9.0,18.0,3.0,3.0,-9.0,6,6.0,1,3450337.609375,0.0,1,0.0,1.0,-0.3333333333333333,1.584962500721156,1.0,1,1,1,1,0.12501253738586904
addr_test1wz7ueqtqrz4kqfep99d8z7wwjwfu52md2k9hljvuj4w08yc3mjw6u,2,3.0,3.0,3.0,3.0,0.0,6,2.0,1,0.0,0.0,1,0.0,3.0,0.0,-0.0,,1,1,1,1,0.10598355940165272
addr_test1wz808v50lg7hecd9x2h2jauzl7dj40klzstwawh9ugavuzqklrl2s,6,9.0,9.0,3.0,3.0,0.0,6,6.0,1,4459405.6,0.0,1,0.0,1.0,0.0,1.584962500721156,1.0,1,-1,1,1,0.13685211806818542
addr_test1wzahpwnwnme6ch40xhsz6mqpvpuklua3zumjmvd6rad079cw824v4,6,18.0,18.0,6.0,6.0,0.0,6,6.0,1,4406466.64,0.0,1,0.0,1.0,0.0,1.584962500721156,0.0,1,1,1,1,0.14767628042423508
addr_test1wzc8m27kmthnelxvaa8fr23eu452nckvpnj233czpxwfv9qpj2rm6,6,9.0,18.0,3.0,3.0,-9.0,6,6.0,1,3433737.734375,0.0,1,0.0,1.0,-0.3333333333333333,1.584962500721156,1.0,1,1,1,1,0.12022281570331261
addr_test1wzccrw3f4n7qavr67uvupxm4jd46uv0f9evgzpytlwz4zgq6sfuv9,177,0.0,599.94488,5.15476,3.26057,-599.94488,70,177.0,1,7012.343694944609,0.0,1,0.0,0.3954802259887006,-1.0,1.9470895408722453,,-1,-1,-1,-1,-0.0973515954373334
addr_test1wzdk0xh4d79x3m8rjflefmfqq0975pqu02zcxlea2xdamfsq2k43m,6,9.0,18.0,3.0,3.0,-9.0,6,6.0,1,2873687.984375,0.0,1,0.0,1.0,-0.3333333333333333,1.584962500721156,1.0,1,1,1,1,0.10254133319112019
addr_test1wzdxcp8m35jaap2ltwpz7pqdgku4lfm48akt57g779yajtgywjwm2,1,5.0,0.0,5.0,5.0,5.0,1,1.0,1,0.0,0.0,1,0.0,1.0,1.0,-0.0,,1,1,1,1,0.13154309914918666
addr_test1wzjwvgn5k3m9ekmrceh6c0azywhh3d8l5jq09tpm7cwp0es5ksry9,142,0.0,6831.793929999999,42.99225,16.227539026128266,-6831.793929999999,58,142.0,1,4696.972851473924,0.0,1,0.0,0.4084507042253521,-1.0,1.9349246788728385,,-1,1,-1,-1,-0.08232421060675088
addr_test1wzkw2yk6ffmd5ugx8uprpf2ujxx2at5kkptpkt5yzwu2twq6mqjur,4,6.8615200000000005,5.1289,1.73262,1.7129171428571428,1.7326200000000007,1,4.0,1,732666.8055555556,0.0,1,0.0,0.25,0.1445003594536305,1.3787834934861751,0.0,1,1,1,1,0.13176258810632568
addr_test1wzmevtuvx4ywk7hv844ps85v9uq7jjchkpae076hhh6dtjg2wdx9w,6,9.0,9.0,3.0,3.0,0.0,6,6.0,1,4378132.24,0.0,1,0.0,1.0,0.0,1.584962500721156,1.0,1,1,1,1,0.14245957673291448
addr_test1wzngjz9t8f5cvgclxj6ve3vfj0tjuf4dmynyfx6cwf4m9es34vmlk,6,18.0,18.0,6.0,6.0,0.0,6,6.0,1,4378132.24,0.0,1,0.0,1.0,0.0,1.584962500721156,0.0,1,1,1,1,0.14871739825975988
addr_test1wznh7wflxy0m28ny6anvu3kgtd4s8v9w0vzu9affzqd3xssppnguc,6,9.0,18.0,3.0,3.0,-9.0,6,6.0,1,3510655.609375,0.0,1,0.0,1.0,-0.3333333333333333,1.584962500721156,1.0,1,1,1,1,0.11813745513394669
addr_test1wzwhp7acq658tg05mfnuqr060f3a3c4gp5tejydyjj77yxcc9n9zj,28,42.0,84.0,3.0,3.0,-42.0,6,28.0,1,146151.17311124332,0.0,1,0.0,0.2142857142857142,-0.3333333333333333,1.9307421205802224,0.0,1,1,1,1,0.1353468615141707
addr_test1wzyurx5m64r0k9q789qnrz2x8sl7g4anum0ezf5l5u7zalg6ydplp,4,24.0,24.0,3.0,3.0,0.0,6,4.0,1,1255666.1155555565,0.0,1,0.0,1.5,0.0,1.0,1.0,1,1,1,1,0.10776087661664924
addr_test1wzzv7v5slyrs4gkgr793ak4upmhs4xrk00f48s3vd4rlplctm5aak,6,9.0,9.0,3.0,3.0,0.0,6,6.0,1,4335809.84,0.0,1,0.0,1.0,0.0,1.584962500721156,1.0,1,1,1,1,0.13793430843369497
addr_test1xp3g6ayyt3e0m9w3jtxr84mf877nhqh4snt2g7ww43yf6lx4w8kmdszpx27e3wpawvkcqcrhrl9ra09stpe8ahtznzesm8x8rk,4,2013800.21031,2013798.35031,1006898.09546,503449.8200775,1.8599999998696148,2,4.0,1,38137.10204081632,0.0,0,0.5,0.5,4.618136519502804e-07,-0.0,0.0,-1,-1,-1,-1,-0.16417935400228412
addr_test1xz429ta7d8akqvk6rtkavja8kshy4m3dplm2sgx60rp0fk3pmuk902u7lh609tzz54f32s49s5uf6sphu2zer00a2k4qkq40f9,2,5099.778061,5098.327215,2550.265008,2549.526319,1.4508459999997283,2,2.0,1,102453.55555555556,0.0,0,0.0,1.0,0.000142266230906,-0.0,0.0,1,1,1,1,0.149336072378567
addr_test1zpt24v32hpd88w3l0wmwg3mhs9lm5dzrnn0d22n6seznmjy9rk398gms2eh8snp58c9skehndz9ps8ff5rfns7mfafnqf5lz9g,8,42.0,5.0,12.0,5.875,37.0,3,8.0,1,530371.9183673469,0.0,1,0.0,0.375,0.7872340425531915,0.8112781244591328,0.2857142857142857,1,1,1,1,0.07558281689531399
addr_test1zqudngxpumflu6gh45hw3tkeuzeq3vmgvr25f6y60t7n0rhvt20ehwqu594stgx7mw6855w20cxsnt5g5r7zy8j5nnuqlh5wkk,28,35205053.291141994,35205053.291141994,628661.665914,628661.6659132501,0.0,6,28.0,1,70373.99366934504,0.0,1,1.0,0.2142857142857142,0.0,1.9852281360342516,0.0,-1,-1,-1,-1,-0.193774607010199
